User ID,Trans ID,Date,Product ID,Product Category,Quant,Avg Price,Delivery Fee,Coupon Status
USER_1358,Transaction_0000,01/01/19,Product_0981,Nest-USA,1,153.71,6.5,Used
USER_1358,Transaction_0001,01/01/19,Product_0981,Nest-USA,1,153.71,6.5,Used
USER_1358,Transaction_0002,01/01/19,Product_0904,Office,1,2.05,6.5,Used
USER_1358,Transaction_0003,01/01/19,Product_0203,Apparel,5,17.53,6.5,Not Used
USER_1358,Transaction_0003,01/01/19,Product_0848,Bags,1,16.5,6.5,Used
USER_1358,Transaction_0003,01/01/19,Product_0854,Bags,15,5.15,6.5,Used
USER_1358,Transaction_0003,01/01/19,Product_0880,Drinkware,15,3.08,6.5,Not Used
USER_1358,Transaction_0003,01/01/19,Product_0885,Drinkware,15,10.31,6.5,Clicked
USER_1358,Transaction_0003,01/01/19,Product_0898,Drinkware,5,9.27,6.5,Used
USER_0190,Transaction_0003,01/01/19,Product_0914,Office,52,0.98,6.5,Used
USER_0190,Transaction_0003,01/01/19,Product_0966,Office,31,1.99,6.5,Clicked
USER_0190,Transaction_0003,01/01/19,Product_0970,Office,31,1.99,6.5,Clicked
USER_0190,Transaction_0003,01/01/19,Product_1025,Apparel,5,17.53,6.5,Used
USER_0190,Transaction_0004,01/01/19,Product_0983,Nest-USA,2,122.77,6.5,Clicked
USER_0190,Transaction_0004,01/01/19,Product_0985,Nest-USA,1,81.5,6.5,Used
USER_0190,Transaction_0005,01/01/19,Product_0310,Apparel,1,14.02,6.5,Used
USER_0190,Transaction_0005,01/01/19,Product_0486,Apparel,1,14.02,6.5,Clicked
USER_0190,Transaction_0005,01/01/19,Product_0900,Drinkware,1,10.72,6.5,Not Used
USER_0190,Transaction_0006,01/01/19,Product_0906,Lifestyle,1,9.27,6.5,Clicked
USER_0190,Transaction_0006,01/01/19,Product_0914,Office,3,1.02,6.5,Used
USER_0190,Transaction_0006,01/01/19,Product_0942,Office,1,2.58,6.5,Not Used
USER_0190,Transaction_0006,01/01/19,Product_0949,Office,3,1.55,6.5,Clicked
USER_0190,Transaction_0006,01/01/19,Product_0951,Office,1,3.08,6.5,Used
USER_0190,Transaction_0006,01/01/19,Product_0968,Office,1,6.18,6.5,Clicked
USER_0190,Transaction_0007,01/01/19,Product_0976,Nest-USA,1,122.77,6.5,Used
USER_0190,Transaction_0008,01/01/19,Product_0981,Nest-USA,1,153.71,6.5,Used
USER_0066,Transaction_0009,01/01/19,Product_0185,Office,1,2.47,102.79,Used
USER_0066,Transaction_0009,01/01/19,Product_0879,Drinkware,26,8.72,102.79,Clicked
USER_0066,Transaction_0009,01/01/19,Product_0904,Office,1,1.64,102.79,Clicked
USER_0066,Transaction_0009,01/01/19,Product_1134,Office,1,1.64,102.79,Clicked
USER_0066,Transaction_0009,01/01/19,Product_1142,Notebooks & Journals,26,7.93,102.79,Not Used
USER_0066,Transaction_0010,01/01/19,Product_0677,Apparel,1,61.89,6.5,Clicked
USER_0066,Transaction_0010,01/01/19,Product_0882,Drinkware,1,15.67,6.5,Clicked
USER_0066,Transaction_0011,01/01/19,Product_0976,Nest-USA,1,122.77,6.5,Not Used
USER_0066,Transaction_0012,01/01/19,Product_0274,Apparel,1,16.5,6.5,Clicked
USER_0066,Transaction_0012,01/01/19,Product_0284,Apparel,1,14.02,6.5,Clicked
USER_0066,Transaction_0012,01/01/19,Product_0390,Apparel,1,14.02,6.5,Used
USER_0066,Transaction_0012,01/01/19,Product_0416,Apparel,1,15.67,6.5,Clicked
USER_0066,Transaction_0012,01/01/19,Product_0497,Apparel,1,15.67,6.5,Clicked
USER_0066,Transaction_0012,01/01/19,Product_0524,Apparel,1,42.91,6.5,Clicked
USER_0066,Transaction_0012,01/01/19,Product_0810,Apparel,1,15.67,6.5,Clicked
USER_0066,Transaction_0012,01/01/19,Product_0819,Apparel,1,15.67,6.5,Not Used
USER_0066,Transaction_0013,01/01/19,Product_0849,Bags,3,2.89,6.5,Used
USER_0066,Transaction_0013,01/01/19,Product_0907,Lifestyle,1,1.64,6.5,Clicked
USER_0066,Transaction_0013,01/01/19,Product_0920,Headgear,1,20.62,6.5,Clicked
USER_0066,Transaction_0013,01/01/19,Product_0930,Office,1,1.64,6.5,Used
USER_0345,Transaction_0013,01/01/19,Product_0971,Lifestyle,1,1.24,6.5,Clicked
USER_1358,Transaction_0013,01/01/19,Product_0973,Lifestyle,1,1.24,6.5,Used
USER_1358,Transaction_0013,01/01/19,Product_0983,Nest-USA,2,122.77,6.5,Not Used
USER_1358,Transaction_0014,01/01/19,Product_0268,Apparel,1,19.59,6.5,Clicked
USER_1358,Transaction_0014,01/01/19,Product_1017,Waze,1,7.21,6.5,Used
USER_1358,Transaction_0015,01/01/19,Product_0984,Nest-USA,1,81.5,6.5,Clicked
USER_1358,Transaction_0016,01/01/19,Product_0981,Nest-USA,1,153.71,6.5,Clicked
USER_1358,Transaction_0017,01/01/19,Product_0981,Nest-USA,1,153.71,6.5,Clicked
USER_1358,Transaction_0018,01/01/19,Product_0981,Nest-USA,2,153.71,6.5,Clicked
USER_1358,Transaction_0019,01/01/19,Product_0984,Nest-USA,2,81.5,6.5,Not Used
USER_1358,Transaction_0020,01/01/19,Product_0175,Drinkware,10,13.4,6.5,Clicked
USER_1358,Transaction_0020,01/01/19,Product_0181,Drinkware,1,13.4,6.5,Clicked
USER_1358,Transaction_0020,01/01/19,Product_0645,Apparel,1,108.31,6.5,Used
USER_1358,Transaction_0020,01/01/19,Product_0847,Bags,10,5.15,6.5,Clicked
USER_1358,Transaction_0020,01/01/19,Product_0919,Headgear,10,22.69,6.5,Clicked
USER_1358,Transaction_0020,01/01/19,Product_0981,Nest-USA,1,256.88,6.5,Used
USER_1358,Transaction_0020,01/01/19,Product_1138,Fun,4,9.27,6.5,Used
USER_1358,Transaction_0021,01/01/19,Product_0204,Apparel,1,14.02,6.5,Clicked
USER_1358,Transaction_0022,01/01/19,Product_0981,Nest-USA,1,153.71,28.78,Clicked
USER_0683,Transaction_0023,01/01/19,Product_0981,Nest-USA,1,153.71,6.5,Clicked
USER_1358,Transaction_0024,01/01/19,Product_0983,Nest-USA,1,122.77,6.5,Used
USER_1358,Transaction_0025,01/01/19,Product_1096,Apparel,1,57.76,6.5,Used
USER_1358,Transaction_0026,01/01/19,Product_0269,Apparel,1,19.59,6.5,Clicked
USER_1358,Transaction_0026,01/01/19,Product_0904,Office,1,2.05,6.5,Clicked
USER_1358,Transaction_0027,01/01/19,Product_0849,Bags,4,3.61,6.5,Used
USER_1358,Transaction_0027,01/01/19,Product_0898,Drinkware,4,9.27,6.5,Clicked
USER_1358,Transaction_0028,01/01/19,Product_0981,Nest-USA,1,153.71,6.5,Not Used
USER_1358,Transaction_0029,01/01/19,Product_0981,Nest-USA,1,153.71,6.5,Used
USER_1358,Transaction_0029,01/01/19,Product_0983,Nest-USA,1,122.77,6.5,Clicked
USER_1358,Transaction_0030,01/01/19,Product_0981,Nest-USA,1,153.71,6.5,Clicked
USER_1358,Transaction_0031,01/01/19,Product_0981,Nest-USA,1,153.71,6.5,Used
USER_1358,Transaction_0031,01/01/19,Product_0983,Nest-USA,2,122.77,6.5,Used
USER_1358,Transaction_0032,01/01/19,Product_0976,Nest-USA,1,122.77,6.5,Used
USER_1358,Transaction_0032,01/01/19,Product_0983,Nest-USA,1,122.77,6.5,Not Used
USER_1358,Transaction_0033,01/01/19,Product_0976,Nest-USA,1,122.77,6.5,Clicked
USER_1358,Transaction_0034,01/01/19,Product_0976,Nest-USA,1,122.77,6.5,Clicked
USER_0730,Transaction_0035,01/01/19,Product_0416,Apparel,1,15.67,6.5,Used
USER_0730,Transaction_0035,01/01/19,Product_0638,Apparel,1,61.89,6.5,Clicked
USER_1358,Transaction_0036,01/01/19,Product_0976,Nest-USA,1,122.77,6.5,Clicked
USER_1358,Transaction_0037,01/01/19,Product_0983,Nest-USA,2,122.77,6.5,Clicked
USER_0585,Transaction_0038,01/01/19,Product_0981,Nest-USA,1,153.71,6.5,Clicked
USER_0585,Transaction_0039,01/01/19,Product_0976,Nest-USA,1,122.77,6.5,Clicked
USER_0585,Transaction_0040,01/01/19,Product_0981,Nest-USA,1,153.71,6.5,Used
USER_0585,Transaction_0041,01/02/19,Product_0925,Headgear,2,19.59,6.5,Clicked
USER_0585,Transaction_0042,01/02/19,Product_0195,Lifestyle,2,3.29,6.5,Clicked
USER_0585,Transaction_0043,01/02/19,Product_0983,Nest-USA,1,122.77,6.5,Not Used
USER_0585,Transaction_0044,01/02/19,Product_0982,Nest-Canada,1,205.3,8.7,Used
USER_0585,Transaction_0044,01/02/19,Product_0987,Nest-Canada,3,107.29,8.7,Clicked
USER_0585,Transaction_0045,01/02/19,Product_0981,Nest-USA,1,153.71,6.5,Clicked
USER_0585,Transaction_0046,01/02/19,Product_0863,Backpacks,1,103.15,6.5,Clicked
USER_0585,Transaction_0046,01/02/19,Product_0864,Bags,1,103.15,6.5,Used
USER_0585,Transaction_0046,01/02/19,Product_0902,Office,5,1.55,6.5,Not Used
USER_0585,Transaction_0046,01/02/19,Product_0914,Office,26,0.98,6.5,Not Used
USER_0585,Transaction_0046,01/02/19,Product_0924,Headgear,2,19.59,6.5,Clicked
USER_0585,Transaction_0046,01/02/19,Product_0925,Headgear,2,19.59,6.5,Used
USER_0585,Transaction_0047,01/02/19,Product_0988,Nest-Canada,3,107.29,8.7,Not Used
USER_0585,Transaction_0048,01/02/19,Product_0982,Nest-Canada,1,205.3,8.7,Clicked
USER_0585,Transaction_0049,01/02/19,Product_0976,Nest-USA,1,122.77,6.5,Clicked
USER_0585,Transaction_0050,01/02/19,Product_0936,Office,1,29.91,6.5,Clicked
USER_1347,Transaction_0050,01/02/19,Product_0951,Office,1,3.08,6.5,Clicked
USER_0736,Transaction_0051,01/02/19,Product_0981,Nest-USA,1,153.71,6.5,Not Used
USER_0736,Transaction_0052,01/02/19,Product_0608,Apparel,1,24.75,6.5,Not Used
USER_0736,Transaction_0052,01/02/19,Product_0904,Office,1,2.05,6.5,Not Used
USER_0736,Transaction_0052,01/02/19,Product_1134,Office,1,2.05,6.5,Used
USER_0736,Transaction_0053,01/02/19,Product_0337,Apparel,1,61.89,6.5,Not Used
USER_0736,Transaction_0054,01/02/19,Product_0979,Nest-Canada,2,153.71,8.7,Used
USER_0736,Transaction_0054,01/02/19,Product_0982,Nest-Canada,2,205.3,8.7,Clicked
USER_0736,Transaction_0055,01/02/19,Product_0422,Apparel,1,25.78,6.5,Clicked
USER_0736,Transaction_0056,01/02/19,Product_0985,Nest-USA,3,81.5,6.5,Clicked
USER_0736,Transaction_0057,01/02/19,Product_0981,Nest-USA,1,153.71,6.5,Not Used
USER_0736,Transaction_0058,01/02/19,Product_0976,Nest-USA,1,122.77,6.5,Used
USER_0736,Transaction_0059,01/02/19,Product_0981,Nest-USA,1,153.71,6.5,Used
USER_0736,Transaction_0060,01/02/19,Product_0876,Drinkware,1,28.05,6.5,Used
USER_0736,Transaction_0061,01/02/19,Product_0983,Nest-USA,2,122.77,6.5,Used
USER_0736,Transaction_0062,01/02/19,Product_0976,Nest-USA,2,122.77,6.5,Not Used
USER_0736,Transaction_0063,01/02/19,Product_0981,Nest-USA,1,153.71,6.5,Clicked
USER_0736,Transaction_0064,01/02/19,Product_0976,Nest-USA,1,122.77,6.5,Used
USER_0736,Transaction_0065,01/02/19,Product_0898,Drinkware,1,9.27,20,Clicked
USER_0736,Transaction_0065,01/02/19,Product_0951,Office,1,3.08,20,Used
USER_0736,Transaction_0065,01/02/19,Product_0954,Office,1,4.12,20,Used
USER_0736,Transaction_0065,01/02/19,Product_0963,Office,1,4.12,20,Used
USER_0736,Transaction_0066,01/02/19,Product_0983,Nest-USA,2,122.77,6.5,Clicked
USER_0736,Transaction_0067,01/02/19,Product_0981,Nest-USA,1,153.71,6.5,Clicked
USER_0736,Transaction_0068,01/02/19,Product_0904,Office,6,2.05,6.5,Not Used
USER_0736,Transaction_0068,01/02/19,Product_0905,Office,4,3.61,6.5,Clicked
USER_0736,Transaction_0068,01/02/19,Product_0944,Office,57,3.97,6.5,Clicked
USER_0736,Transaction_0069,01/02/19,Product_0971,Lifestyle,6,1.24,6.5,Clicked
USER_0736,Transaction_0069,01/02/19,Product_0972,Lifestyle,1,4.12,6.5,Clicked
USER_0736,Transaction_0069,01/02/19,Product_0974,Lifestyle,1,4.12,6.5,Clicked
USER_0736,Transaction_0070,01/02/19,Product_0981,Nest-USA,2,153.71,6.5,Clicked
USER_0736,Transaction_0071,01/02/19,Product_0976,Nest-USA,3,122.77,6.5,Used
USER_0736,Transaction_0072,01/02/19,Product_0421,Apparel,1,20.62,6.5,Clicked
USER_0736,Transaction_0072,01/02/19,Product_0561,Apparel,1,19.8,6.5,Used
USER_0736,Transaction_0072,01/02/19,Product_0744,Apparel,1,19.8,6.5,Clicked
USER_0736,Transaction_0072,01/02/19,Product_0765,Apparel,1,31.35,6.5,Used
USER_0541,Transaction_0072,01/02/19,Product_0774,Apparel,1,31.35,6.5,Clicked
USER_0922,Transaction_0072,01/02/19,Product_0777,Apparel,1,31.35,6.5,Clicked
USER_0922,Transaction_0072,01/02/19,Product_0778,Apparel,1,19.8,6.5,Not Used
USER_0922,Transaction_0072,01/02/19,Product_0781,Apparel,1,19.8,6.5,Clicked
USER_0922,Transaction_0072,01/02/19,Product_0976,Nest-USA,1,122.77,6.5,Not Used
USER_0922,Transaction_0072,01/02/19,Product_0983,Nest-USA,1,122.77,6.5,Not Used
USER_0922,Transaction_0073,01/02/19,Product_0984,Nest-USA,2,81.5,6.5,Clicked
USER_0922,Transaction_0074,01/02/19,Product_0984,Nest-USA,1,81.5,6.5,Not Used
USER_0922,Transaction_0074,01/02/19,Product_0985,Nest-USA,1,81.5,6.5,Used
USER_0922,Transaction_0075,01/02/19,Product_0981,Nest-USA,1,153.71,6.5,Used
USER_0922,Transaction_0076,01/02/19,Product_0134,Apparel,1,14.02,6.5,Not Used
USER_0922,Transaction_0076,01/02/19,Product_0273,Apparel,1,16.5,6.5,Not Used
USER_0922,Transaction_0076,01/02/19,Product_0610,Apparel,1,15.67,6.5,Clicked
USER_0736,Transaction_0076,01/02/19,Product_0892,Drinkware,1,20.62,6.5,Clicked
USER_1421,Transaction_0076,01/02/19,Product_0981,Nest-USA,1,153.71,6.5,Clicked
USER_1421,Transaction_0077,01/02/19,Product_0976,Nest-USA,1,122.77,6.5,Clicked
